french,ewe,source,type,french_length,ewe_length
" Après, on a gardé silence, attendant que ton père fasse les présentations",emegbe miezi ɖoɖui henɔ te nɔm be fofowo na ɖe mi fia mia nɔawo,https://aphtalcisse.tg/,Blog,12,14
"Je lisais tout en leur montrant les écrits pour faciliter leur compréhension,",mexlẽ nusianu ɖe ŋɔŋlɔwo fiawo alebe woase egɔme,https://leschroniquesdetchonte.com/,Blog,12,8
Les retrouvailles ont été très chaleureuses et j’étais fort heureuse,menɔ dzidzɔ me esi megbɔ eye mekpɔ amenyewo,https://aphtalcisse.tg/,Blog,10,8
"
Alors…

On toqua de nouveau à la porte…","ke, woga ƒo ʋɔ̃a ke",https://aphtalcisse.tg/,Blog,8,5
"Parmi eux, Nadia, sa cousine,","le wome Nadia, nɔvia",https://leschroniquesdetchonte.com/,Blog,5,4
"""Je dis que le "" Pouvoir""  avec grand P (puisque se mettre au service de son prochain en est devenu un) entre des mains inadéquates cause des dégâts d'envergure : corruption, détournements de biens et deniers publics, clientélisme, favoritisme (feel free to fill the gaps) ________,________________,____________,__________,_________________,______________,_____________,_______________,__________,_______________,. """,nya geɖe gali míagblɔ tso nu sia ŋu,https://ellecitoyenne.com/,"Blog, News",47,8
C’est lorsqu’il est décédé que les choses ont empiré,esi woku lae nuwo nyra ɖe edzie,https://leschroniquesdetchonte.com/,Blog,9,7
Au fond c’est un gentil garçon,ame nyuie wonye hafi,https://leschroniquesdetchonte.com/,Blog,6,4
C’est le genre d’histoires que moi-même je lis beaucoup moins,Nyemelɔa ŋutinya siawo tɔgbi xexlẽ o,https://leschroniquesdetchonte.com/,Blog,10,6
"Cela dépendra de mon humeur et si je ressens le besoin de te dire d'autres choses,",esi atso nye dzidzɔ kpɔkpɔ eye ne medi be magblɔ nya bubuwo na wo la ŋu,https://leschroniquesdetchonte.com/,Blog,16,16
Banta faisait fi de l’ancienne croyance selon laquelle l’homme qui tue une femelle gravide ou accompagnée de son petit périra luimême sans descendance.,"Banta me tsɔe ɖeke le nudixɔsenya si gblɔa be ame si awu lã si le klo dzi alo sie te vidzĩ le la, magblẽ ddzidzime ɖe emegbe la o me o.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,23,31
"En fait, généralement, on diabolise un peu Malcolm X en l’accusant de prôner la violence et en le comparant à Martin Luther King",wogblea Malcolm ŋkɔ ahe tsɔe kple Martin luther king elabena wobe anyrawɔwɔ le emee,https://leschroniquesdetchonte.com/,Blog,23,14
Et qui vous aimera toute sa vie ,"eye wole lɔ̃wo ge ɖaa la,",https://aphtalcisse.tg/,Blog,7,6
" David mi- éveillé, avait une jambe coincée sous la poitrine de Jessica qui avait braqué son arrière train vers son visage","esi David nyɔ afa kple afã la, eƒe afɔ ti Jessica si trɔ meƒi ɖe ŋkume nae la ƒe akɔ gɔme",https://aphtalcisse.tg/,Blog,21,21
Il n’a pas non plus la tête à baiser,nyɔnugbɔdede menye eƒe susumenya fifia o,https://aphtalcisse.tg/,Blog,9,6
"On la retrouve en 1966, inoubliable interprète de « Jolie môme » chanson écrite par Léo Ferré","eyae dzi Leo Ferré ha ""Jolie mõme le ƒè 1966 me",https://l-frii.com/,News,17,11
"""Le second, un mois à son retour, a été étonnamment court. """,ɣleti ɖeka ko enye sia evelia gbɔ; gake ewɔ nuku be menɔ anyi didi aɖe o,https://ellecitoyenne.com/,"Blog, News",12,16
"“Hum, je viens trop ici hein",humm meva n afi sia akpa,https://leschroniquesdetchonte.com/,Blog,6,6
"""C'est vrai, tout le monde ne se voit pas octroyé ce précieux sésame. """,menye ame sia ame simee woatsɔ dɔwɔnu xɔasi sia ade o,https://ellecitoyenne.com/,"Blog, News",14,11
"Ils posent des questions pour comprendre ce qui se passe, pas pour manipuler les autres afin qu’ils adhèrent à leurs idées ou pour les blâmer",wobiaa nya hena nuwo gɔmesese menye na amenubeble be woava yeƒe nya dzi o,https://leschroniquesdetchonte.com/,Blog,25,14
" cependant ta voix, saluant ton cousin au bord de la route me fit comprendre que tu étais encore tout près","ke esi mese gbewo nenɔ gbe dom na nɔviwo la, menyae be mekpoɔdzo o",https://aphtalcisse.tg/,Blog,20,14
"Et toi, qu’est-ce que tu as fait de ta matinée",eye woɖe nuka newɔ̀ le ŋdi mea?,https://leschroniquesdetchonte.com/,Blog,10,7
"

La question m’avait désarçonnée, parce que je ne m’y attendais pas","metsaka elabe nyemenɔ te n;,om kpɔ esia o",https://aphtalcisse.tg/,Blog,11,8
"Après les premières phases de sélection, les cinq équipes retenues pour la finale ont réalisé des projets pilotes pour montrer l’efficacité de leurs solutions proposées",suku atɔ̃ siwo ɖu dzi le akpa gbãtɔ me hena akpa mamlɔa la tsɔ ɖoɖo tɔhɛ siwo nye ŋuɖoɖo na nya si woda ɖi la,https://leschroniquesdetchonte.com/,Blog,25,25
" J’ai cogné, et cogné",meƒoe gaƒoe,https://aphtalcisse.tg/,Blog,4,2
"Même Abû Sufyân et son épouse Hind Bint `Utba, deux grands ennemis du prophète Muhammad (saw), se sont convertis",abu sufyan kple srɔ̃a Hind Utba siwo tsi tsitre ɖe profeta ŋu la trɔ dzimee,https://leschroniquesdetchonte.com/,Blog,19,15
Elles ne se voyaient plus qu’une fois par mois et Alice ne lui demandait plus d’argent depuis belle lurette,zi ɖeka ko woga le go dom le ɣleti me eye alice megabiaa gae o,https://leschroniquesdetchonte.com/,Blog,19,15
"Si sur le cliché le visage de cette dernière n’est pas visible, son postérieur parle suffisamment pour elle","ke ne nyɔnua nkule meze le fotoa me o hã la, eƒe meƒi ɖe ame si wonye la fia xoxo",https://l-frii.com/,News,18,20
"La seule manière acceptable de perdre votre temps sur la terre est le shopping en ligne,",mɔnu ɖeka si dzi na to agu wo ɣeyiyi le anyigbãdzi la enye nuƒeƒlẽ to yaʋalawo dzi,https://leschroniquesdetchonte.com/,Blog,16,17
Invitez des femmes (et rien que des femmes) et vous aurez une discussion nettement plus enrichissante. ,míkpe nyɔnuwo ɖeɖe eye míawɔ dzeɖoɖo siwo yɔ ƒũ kple nugniamewo,https://ellecitoyenne.com/,"Blog, News",16,11
Tu te promets d’être un modèle pour l’être que le Principe Éternel vient de t’accorder,abe yeanye kpɔɖeŋu nyuitɔ vi si Mawu na ye la,https://aphtalcisse.tg/,Blog,15,10
Comment les arabes polythéistes maltraitaient tous ceux qui devenaient musulmans à la Mecque,alesie arabvodusubɔlawo wɔa vɔ̃ amesiwo trɔ dzime zu mɔslɛmtɔ lae,https://leschroniquesdetchonte.com/,Blog,13,10
"Après six saisons couronnées de succès, l’ami de Lionel Messi s’en va le cœur serré","le ƒè adẽ siwo me woɖu dzi geɖe la, lionel messi xɔ̃ la dzoe",https://l-frii.com/,News,15,14
Dieu sait combien tu étais désiré et tant attendu,Mawu ɖeka koe nya alesi miedi woe,https://aphtalcisse.tg/,Blog,9,7
"Quand vous remarquerez ces choses que vous ne voyiez pas avant, n'oubliez pas qu'aussi fière que je suis d'être la meilleure blogueuse de l'année, je suis toujours une personne ordinaire€¦ avec un nouveau trophée ðŸ˜Ž,","ne miekpɔ esiawo si miekpɔna tsã o la,  migaŋlɔ be abe mianɔvi ene la menye ameɖesiaɖe eye mele dzidzɔ me kple nye nye nunana",https://leschroniquesdetchonte.com/,Blog,35,24
"Pour nous, un seul match sous le maillot du FC Bayern s’est très bien passé pour le moment","miawo la, ʋiʋli ɖeka koe nye esia miewɔ le haa me",https://l-frii.com/,News,18,11
Les boeufs vivaient dans la joie et la bonne humeur ;,Nyiawo nɔ agbe le dzidzɔ kple dzidzeme aɖe me le afima.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,11,11
On le considérait même comme un tombeur,wogblɔna gɔhã be asidzila gã aɖe wonye,https://leschroniquesdetchonte.com/,Blog,7,7
"Crédit photo: Madame Cléro  En ce moment je travaille du lundi au vendredi, de 7h30 à 15h environ","tata: Aƒenɔ Cléro, le ɣeyiɣi sia mea menɔa dɔ tso dzoɖa va fiɖa ŋdi ga adrẽ kple afã va ɣetrɔ ga etɔ̃ lɔƒo",https://leschroniquesdetchonte.com/,Blog,18,23
"Harry prend ensuite la parole, rappelant qu’il n’a jamais été capable de voter en raison du fait qu’il est un membre de la famille royale britannique, laquelle est contrainte de rester neutre en raison du protocole",harry yi edzi be yemeda akɔ kpɔ o elabena yenye fia vi eye mɔɖeɖe meli na fiaƒemetɔwo be woaɖe megbenɔnɔ na dunyagblɔla aɖe fia o,https://l-frii.com/,News,36,25
Alors que dans de plus grandes entreprises les membres de chaque département restent entre eux,"le adzɔ gãwo me la, ɖoƒe de sia ɖe metɔwo nɔa wo nɔewo me",https://leschroniquesdetchonte.com/,Blog,15,14
"""Il reprend tres vite ses activités quotidiennes, ce qui nous mene au dernier point. """,ega gbugbɔ dze eƒe gbe sia gbe dɔwɔɖui la gɔme,https://ellecitoyenne.com/,"Blog, News",15,10
"""Frapper à côté"" ",ƒo akpa ɖeka,https://ellecitoyenne.com/,"Blog, News",3,3
J’ai gagné une saison adulte et une saison kids,"ke ne woatrɔ ameha gã aɖe la, mito hatsotso ʋe wo dzi boŋ",https://l-frii.com/,News,9,13
"Bon aux voyages et aux crèmes glacées aussi mais vous savez à  quel point j'aime lire,",ke na mɔzɔzɔ̃wo kple yaourt gake mienya alesi melɔ̃ nuxexlẽ,https://leschroniquesdetchonte.com/,Blog,16,10
"Lorsque j'ai lu Le monde s'effondre en seconde, je n'ai pas été épatée plus que ça,","Esime mexlè Le monde s'effondre le suku titina ɖoƒe gbãtɔ la, melɔm ɖe nu o",https://leschroniquesdetchonte.com/,Blog,16,15
"C’est la raison pour laquelle la Communauté Global Shapers d’Abidjan, s’est donnée pour mission d’offrir à chaque rentrée scolaire, des kits scolaires à des enfants dans le besoin",esia tae Global Shapers Abidjan habɔbɔa wɔa sukununana nawɔmenɔviwo le suku gɔmedzedze ɖe sia ɖe,https://leschroniquesdetchonte.com/,Blog,28,15
"Comme tous les couples, il arrive qu'il y ait des disputes chez les Mensah,","abe ƒome geɖewo ene la, nu dɔdɔ viaɖewo do mo ɖa le Mensahwo gbɔ",https://leschroniquesdetchonte.com/,Blog,14,14
"Interrogé par Financial Times sur la capacité d’un éventuel vaccin à sauver l’humanité, Adar Poonawalla, directeur général du Serum Institute of India, a déclaré qu’« Il faudra quatre à cinq ans avant que tout le monde reçoive le vaccin sur cette planète »
","esi financial times bi naye la, wobe awɔ ƒè atɔ hafi ame sia ame nakpɔ abɔta ado ku ɖe dɔa ŋu",https://l-frii.com/,News,43,21
"Mais il arrive que le livre est tellement intéressant que vous vous répétez « encore une page et je dors » pour finir par fermer les yeux après 2h du matin,",gake eva eme be agbãlɛ nanyo alegbegbe be nagblɔ be «akpa ko mamlɔ anyi» vaseɖe fɔŋli ga eve hafi namlɔ anyi,https://leschroniquesdetchonte.com/,Blog,31,21
"Cette espèce est beaucoup plus agressive que les autres moustiques et peut être porteuse de maladies telles que la fièvre jaune ou le virus Zika», a déclaré Kerem Etera, de l’université d’Istanbul","muƒomevi sia ba,da ŋutɔ eye wonaa atsiketsi kple zikadɔ",https://l-frii.com/,News,32,9
Elle en a trois. ,etɔ̃ le  esi,https://ellecitoyenne.com/,"Blog, News",4,3
"“Notre hypothèse est que la perte d’odorat signifie que le virus arrive non seulement dans le nez, mais aussi dans le système nerveux central",miaƒe tameɖoɖoe nye be dɔa va ɖo ŋɔtime kple tagome,https://l-frii.com/,News,24,10
"Mais Smita rêve de mieux pour sa fille,",gake Smita di nugã na via,https://leschroniquesdetchonte.com/,Blog,8,6
"La relique de saint Jean Paul II, canonisé en avril 2014, neuf ans à peine après sa mort, a été volée mercredi soir, précise Vatican News",papa si wowɔ kɔkɔ le afɔfiɛ me le ƒè 2014 lia me le ƒè 9 na eƒe ku megbe la ƒe ŋutinu la bu le kuɖagbe ɣetrɔ,https://l-frii.com/,News,26,27
"Quand l’orphelin vint pour demander conseil, au grand caïlcédrat, il ne vit rien.","Esi ɖevi la va toɖoponya bia ge adidotia la, mekpɔ neɖeke o.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,13,12
"Les formations ont eu lieu à  Yamoussoukro, Bouaké, et Abidjan, à  travers le programme d'alphabétisation « CODE for Education »,","tutuɖoawo va eme le Yamoussoukro, Bouaké, kple Abidjan  to «CODE for education» ɖoɖo me",https://leschroniquesdetchonte.com/,Blog,20,14
Je vais te faire traverser.,Makɔ wo tso tɔ lae.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,5,5
"Professeur d’université, Odenigbo est bien loin des attentes des parents d’Olanna qui auraient voulu la voir avec un homme plus aisé et influent","odenyigbo nye suku kɔkɔ nufiala eye menye esia dzim Olanna dzilawo le wo vi o, ke gatɔ kple ame ŋkuta",https://leschroniquesdetchonte.com/,Blog,23,20
"N'hésitez pas à  commenter et partager,",Megavɔ̃ ne nuƒoƒo tso eŋu kple emamã o,https://leschroniquesdetchonte.com/,Blog,6,8
Je me contentais de prier à la maison et de lire ma bible,menɔa gbe dom ɖa le aƒeme ahenɔ biblia xlem,https://leschroniquesdetchonte.com/,Blog,13,9
"""En février 0 dégoutée par la réalité du laxisme de notre génération, j'ai laissé tomber ce petit exutoire qui était mien. """,le dzodze me si la meɖe asi le nye kpekpeɖeŋu sue si mewɔa na sɔxɛwo la ŋu  esi mekpɔ be kuvia kple ʋliʋliwɔwɔ aɖeke mele wome o la,https://ellecitoyenne.com/,"Blog, News",22,28
"Paulo Coelho s'est inspiré de l'histoire d'une ancienne prostituée qu'il a rencontré en Suisse,",Paulo Coelho to ahasitɔ aɖe si wodo go le Suisse la ƒe ŋutinya dzi,https://leschroniquesdetchonte.com/,Blog,14,14
Ils ont même eu un atelier sur le numérique avec Yop Créalab,wosrɔ̃ nu hã kple Yop Créalab tso aɖaŋuɖenuwo ŋu,https://leschroniquesdetchonte.com/,Blog,12,9
"La Khan Academy fait partie des premières initiatives qui m'ont inspirée lorsque j'ai commencé à  m'intéresser à  l'éducation,",La Khan Academy nye ɖoɖowo dometɔ ɖeka sinye kpɔɖeŋu nam esime medi be ma fianu,https://leschroniquesdetchonte.com/,Blog,18,15
"Pour suivre les progrès de ses cousins, Salman a mis en place une plateforme permettant aux élèves de regarder les vidéos et de faire des exercices en ligne,","ne woatsɔ akpɔ nɔviawo ƒe ŋugɔ yiyi la, Salman ɖo teƒe anyi aɖe alebe sukuviwo ateŋu kpɔ nɔnɔmetatawo eye woawɔ dɔwo",https://leschroniquesdetchonte.com/,Blog,28,21
"Je l'ai tellement aimé que j'ai fini cet article avant la fin du livre,",melɔe ale gbegbe be mewu nuŋɔŋlɔ sia nu hafi agbãlɛa wu enu,https://leschroniquesdetchonte.com/,Blog,14,12
Ils sont amicaux et favorisent la mise en relation entre des personnes de différents domaines,wodzea xɔ̃ bɔbɔe eye wodea amewo kadede me,https://leschroniquesdetchonte.com/,Blog,15,8
"En 2012, le gouvernement a introduit la TICE (Technologies de l'Information et de la Communication à  l'à‰cole) dans le programme scolaire pour fournir les connaissances de base en TIC,"," le 2012 lia me la, dziɖuɖua ɖo aɖaŋuɖemɔwo fifia wɔnawo le suku (TIC) be woana suku na mɔnu dze aɖaŋu ɖemɔwo ŋu",https://leschroniquesdetchonte.com/,Blog,29,22
S’écrie son fls en le voyant entrer dans la cour de la concession.,Via nutsuvi tɔ biae esi me wo geɖe aƒea me teti ko.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,13,12
"""Elle subit, ou s'y adonne (parfois a plaisir mais j'en doute puisque la question du viol conjugal submerge, et que dans les nombreux forums féminins que je fréquente, aucune ne parle de plaisir ) parce qu'elle a appris culturellement que c'est normal. """,ɖekakpuiwo le abɔga dem be yewoadi ŋuɖoɖo na kuxi sime tom yewole lae,https://ellecitoyenne.com/,"Blog, News",43,13
Puis vous sortez de la barque pour la première fois depuis que vous y êtes montés,ke ado le ʋua me tso esime neɖui la,https://aphtalcisse.tg/,Blog,16,9
"Mon téléphone était bel et bien parti, envolé, non, volé,",nye kaƒomɔ dzo ao wófi,https://leschroniquesdetchonte.com/,Blog,10,5
" Elle n’a pas abdiqué, elle n’a pas cessé de croire en nous, de nous motiver, de nous élever, de nous… Bref, après le départ de mon géniteur, je n’avais que ma mère","medzudzɔ ŋusẽdodo mi o, ʋiʋli na mi o.. Kpuie ko, le mia tɔ́ dzodzo megbe la, dada ɖeka koe ʋli na mi",https://aphtalcisse.tg/,Blog,32,22
"Certaines personnes recommandent de lire le matin au réveil, mais ce n'est pas trop ma tasse de thé,",ameaɖewo xlɔ̃ nu be woaxlẽ le fɔfɔ̃me gake esia menye nye kɔfe kplu o,https://leschroniquesdetchonte.com/,Blog,18,14
Il arriva juste à temps pour chanter :,Eva ɖe game dzi na hadzidzi la.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,8,7
"Les initiatives dont je suis le plus fière jusque là  ont toutes été faites sous l'impulsion de la passion, et un sentiment d'urgence,",nusiwo katã mewɔ vaɖo egbe wokpɔ eme vava to dzodzro na nu wɔwɔ kple le aŋu yaya me,https://leschroniquesdetchonte.com/,Blog,23,18
"L’officialisation devrait intervenir en début de semaine prochaine au plus tard, afin que De Boer communique sa première liste pour affronter le Mexique en amical puis la Bosnie-Herzégovine et l’Italie dans le cadre de la Ligue des Nations",mesusuna be amewo mewɔa nu nyui o to woƒe nɔnɔme vɔ̃ me,https://l-frii.com/,News,38,12
"Yaye Dabo est une femme soumise à  son époux malgré toutes ses incartades,",Yaye dabo nye nyɔnu si bɔbɔ eɖokui na srɔ̃a le eƒe nugbegblẽ wɔwɔwo katã me,https://leschroniquesdetchonte.com/,Blog,13,15
"Excellente journée, tanty,","ŋkekea nédze edzi na wó, aƒenɔ",TakwimuLab,Daily lfe,3,6
Il avait à peine terminé sa phrase qu'il fut chez lui.,Kasia woawu nya la nu koa eva do ɖe aƒe mee.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,11,11
"2. Tous ont droit, sans aucune discrimination, à un salaire égal pour un travail égal",2- Fetu ɖekae dze na ame sia ame le dɔ ɖekaƒomeviwɔwɔ me,https://www.ohchr.org/EN/UDHR/Pages/Language.aspx?LangID=ewe,Human Rights,15,12
"Et je savais que les privilèges aveuglent parce que c'est la nature du privilège de rendre aveugle,",menya be kɔkɔdeameŋuwo gbã ŋuku na ame elabe nenema eƒe nɔnɔme le nye ma,https://leschroniquesdetchonte.com/,Blog,17,14
Toi-même qu’est-ce que tu vas donner à ton amoureux,wo ŋutɔ nu ka ana wo lɔlɔ̃tɔ?,https://leschroniquesdetchonte.com/,Blog,9,7
C’est pas parce que je ris avec toi que tu vas t’oublier,megaŋlɔ ɖokuiwo be elabe mele nu kom kpli wo o,https://leschroniquesdetchonte.com/,Blog,12,10
"Il y a toujours des pessimistes mais moi je crois que c'est possible,",ameaɖewo mexɔese o gake nye la mekpɔe be ele bɔboe,https://leschroniquesdetchonte.com/,Blog,13,10
Nicolas Sarkozy associe les mots « nègres » et « singes » et suscite la colère Le coup de foudre a mobilisé un important contingent de policiers et de secouristes,Sadjo ƒe yaʋalanuŋlɔƒea hã kpeɖe mia ŋu na lidɔdɔwo le fiadu vovovoawo me,https://l-frii.com/,News,30,13
"Si le but de Charlène Danon était d'énerver ses lecteurs, elle a réussi,","nenye Charlène Danon ƒe taɖodzinu enye be woado domedzoé na eƒe nuxlẽlawo la, ewɔe",https://leschroniquesdetchonte.com/,Blog,13,14
Et sauva sa vie.,Eye wo ɖe yeƒe agbe.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,4,5
"En car le voyage peut durer 8 heures de temps,",kple kar la mɔzɔzɔ̃ la ateŋu xɔ gaƒoƒo enyi faa,https://leschroniquesdetchonte.com/,Blog,10,10
L’artiste Olibig a quitté le Togo pour les États-Unis,hadzila Olibig dzo le Togo yi amerika,https://l-frii.com/,News,9,7
"Aussi, les départs n’ont pas été tous compensés, et le directeur sportif Leonardo se trouve coincé pour recruter",eye womeɖɔ amedzodzowo teƒe ɖo o eye leonardo mekpɔ mɔnu aƒle ame o,https://l-frii.com/,News,18,13
"""La vulgarisation des réseaux sociaux dans nos pays nous a laissé penser qu'il nous serait enfin possible d'accéder à des informations de premiere main à travers le monde, ",wɔmenɔnyenye tae miele dzodzomp ɖo,https://ellecitoyenne.com/,"Blog, News",28,5
website * C'est donc en bon citoyen soucieux de conserver sa liberté en cas de contrôles des forces de l'ordre que je me suis rendu dans un commissariat pour m'enquérir du nécessaire à l'établissement d'une CNI. ,medibe  manye dumevi nyui; esitae meyi ɖe kpovitɔwo ƒe dɔwɔƒe la be mawɔ nye dumevi gbalẽ la ɖo,https://ellecitoyenne.com/,"Blog, News",36,18
Tina poussa un soupir et se leva enfin,Tina ytso hũu eye wotso mlɔeba,https://leschroniquesdetchonte.com/,Blog,8,6
"De cette façon, chaque geste a un but : rapprocher l’entreprise du résultat imaginé par son leader",wɔna ɖe sia ɖe taɖodzinue nye be yeahe dɔwɔƒea nuwo va etatɔ ƒe nukpɔkpɔ gbɔ,https://leschroniquesdetchonte.com/,Blog,17,15
"""Donc mettre sorcellerie, église réveillée, etc""€¦ dans le même sac, c'est juste dans une certaine mesure faire de la démagogie car il y a déjà à mon humble avis un parti pris basé sur ta perception et ton vécu. """,nu si wodi be yewoawɔ lae nye be woawɔ ɖoɖo aɖe sie mana sukunusɔsrɔ̃wo nakpẽ ɖe edzi o,https://ellecitoyenne.com/,"Blog, News",40,18
Inutile de dire qu’ils sont très appréciés des étudiants,edoa dzidzɔ na sukudelawo vavã,https://leschroniquesdetchonte.com/,Blog,9,5
"""Proces interminables, jetant le trouble sur les enquêtes conduites, ils débouchent souvent sur des relaxes, lorsque les affaires ne s'enlisent pas dans les affres de la procédure signant l'impréparation ou les contradictions de l'accusation. """,́kodzo ɖoɖo siawo vawua enu le ƒoƒose me nenye be womeɖo nu geɖee aɖokpe amesi ŋu wotsɔ nya ɖo ƒe vodadawo dzi o,https://ellecitoyenne.com/,"Blog, News",35,23
"Mais même le voile qui ne couvre pas le visage dérange,",gake tablanu si metsɔ ŋukume o la doa nuƒo nam,https://leschroniquesdetchonte.com/,Blog,11,10
"C'est dans le cercle familial, que les enfants doivent en principe acquérir la confiance nécessaire pour atteindre leurs rêves,",ƒome me woɖo la do ŋusẽ ɖeviwo le na woƒe susuwo,https://leschroniquesdetchonte.com/,Blog,19,11
I came but I saw you talking and laughing with another guy,Meva gake mekpɔ wo nèle dze ɖom hele nu kom kple ŋutsu bubu,https://leschroniquesdetchonte.com/,Blog,12,13
"""Elle n'enrichit pas, elle permet de subvenir à des besoins ponctuels"" : des frais de transport, un repas, l'achat du crédit téléphonique""€¦ ",ke eɖasi le eɖokui ŋu na cheik ƒe nugɔme sese,https://ellecitoyenne.com/,"Blog, News",22,10
On a eu droit à certaines diapositives où il n’y avait que de très longs textes,ame aɖewo ya nyaɖoanyi legbee ko woɖe fia,https://leschroniquesdetchonte.com/,Blog,16,8
"Aujourd'hui je partage avec vous 5 endroits donc par la même occasion 5 moments pendant lesquels j'aime bien lire,","egbe la, memã teƒe atɔ̃ kple ɣeyiyi atɔ̃ siwo me melɔ̃ nuxexlẽ lena",https://leschroniquesdetchonte.com/,Blog,19,13
" Timidement, au départ, puis beaucoup plus fermement",vivivi ke kple ŋusẽ emegbe,https://aphtalcisse.tg/,Blog,7,5
"Il était une fois, dans un village, un homme riche, très riche, qui possédait beaucoup de troupeaux de vaches, de chèvres et de moutons.","Ŋutsu kesinɔtɔ gã aɖe nɔ anyi si ɖo nyiwo, gbɔwo kple alẽwo le agbɔsɔsɔ me alegbegbe.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,24,16
" Au soir de sa vie,  on se met à croire en la Providence, en l’Infinie Bonté, en le Principe Eternel","le agbeanuwuwu la, wokana ɖe amenuveve, nublanuikpɔkpɔ si le Mawu me la dzi",https://aphtalcisse.tg/,Blog,20,13
La présence des autres religions est une épreuve pour nous parce que nous pouvons être tentés de nous tourner vers d’autres voies ou d’être plus complaisants dans la pratique de notre religion,xɔse bubuwo nye tetekpɔnu na mí elabe ava eme be miadzi be miatrɔ alo miagbɔdzɔ le seawo dzi wɔwɔ mee,https://leschroniquesdetchonte.com/,Blog,32,20
"C’est bon, pars","enyo, dzó",https://aphtalcisse.tg/,Blog,3,2
Parce que Donassihi explique que tout le monde a un rôle à jouer pour éradiquer les maux qui affectent les jeunes des quartiers populaires,elabe donahassi fia alesi ame sia ame nawɔ aɖe fukpkekpe siwo le ɖeviwo dzi le wɔmenɔkɔwo me la ɖa,https://leschroniquesdetchonte.com/,Blog,24,19
La petite tourterelle qui avait été témoin du pacte avec le vieux caïman !,Akpakpavi si nye aɖasefo le wokple lo tsitsi la ƒe nubabla me.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,14,12
Pour moi l’acte sexuel n’est pas un commerce où je donne mon corps en échange de l’attention et des cadeaux que je reçois,"le nye gome la, gbɔdɔdɔ menye nu dzadzra si mana le nunanawxɔxɔ megbe o",https://leschroniquesdetchonte.com/,Blog,23,14
Et c’est d’ailleurs le plus récent,esiae nye nu yeyetɔ,https://aphtalcisse.tg/,Blog,6,4
Il y a même un personnage secondaire que l’on retrouve dans les deux livres,nuwɔla aɖe le agbalẽ veawo me,https://leschroniquesdetchonte.com/,Blog,14,6
"« Bori, bori, djinamori, bori","Bori, bori, dzinamori, bori",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,5,4
"si le mot terrorisme vient du mot terreur, l'étiquette terroriste s'applique-t-elle également à la violence politique exercée par les gouvernements"" ? ",nu ka tae miafia asi dziɖuɖuanuwɔwnawo le esime mieto vovo na wo o mahã,https://ellecitoyenne.com/,"Blog, News",21,14
"Dans la première expérience, les enfants aux yeux marrons ont été traités comme des êtres inférieurs tandis que ceux aux yeux bleus étaient privilégiés","gɔmedzedzea la, esiwo ƒe ŋku le dzĩ la mede blɔtɔwo nu o",https://leschroniquesdetchonte.com/,Blog,24,12
Ceux qui auront la grâce de prier pendant cette nuit verront leurs péchés antérieurs pardonnés,"ame siwo anɔ ŋu ado gbeɖa le zã ma me la, woatsɔ woƒe nuvɔ̃ xoxowo ake woe",https://leschroniquesdetchonte.com/,Blog,15,17
"Elle était à ses côtés pendant les premières tribulations, lorsque le prophète Muhammad s’est mis à annoncer à son peuple qu’il ne fallait adorer qu’Allah et abandonner les idoles qui trônaient à la Kaaba",enɔ exa le yometiti gbãtɔwo me esime profzeta dze nyagbɔgblɔ ɖi be woagbe vodu siwo le kaaba dzi la subɔubɔe,https://leschroniquesdetchonte.com/,Blog,34,20
"Alors c’est un roman que je recommanderais surtout à des jeunes de 15 à 20 ans, même à ceux qui n’aiment pas lire",ta medo ŋusẽ sɔhɛ siwo ɖo ƒe 15 yi 20 kple esiwo nuxexlẽ medo dzidzɔ na o hã la be woaxlẽe ,https://leschroniquesdetchonte.com/,Blog,23,21
" Ayant l’aspect d’un vulgaire magasin dédié à la réparation de vieux ordinateurs, l’endroit avait un système de double porte, un truc dans le genre arrière-boutique, où n’entrent que les initiés",teƒea le abe aɖaŋuɖemɔ xoxuiwo dzraɖoƒe ene eye xɔlexɔme le eme eye ame siwo nyae la koe gea ɖe eme,https://aphtalcisse.tg/,Blog,30,20
Je l’ai déjà dit dans mon article sur le livre « Why your twenties matter and how to make the most of them now,megblɔ esia va yio xox le nye agbalẽ me,https://leschroniquesdetchonte.com/,Blog,24,9
"En Chine je n'ai pas juste découvert une langue et une nouvelle culture,",menye gbe kple kɔta yeyewo ko mekpɔ le Shine o,https://leschroniquesdetchonte.com/,Blog,13,10
Tu te diras ce jour avoir fait de ton mieux,agblɔ be yewɔ yetɔ sinu,https://aphtalcisse.tg/,Blog,10,5
